Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,69.8000030517578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.7399978637695,90.8499984741211,91.1399993896484,91.7200012207031,92.3300018310547,92.2399978637695,93.1999969482422,93.6100006103516,94.4499969482422,91.0800018310547,91.8300018310547,92.6500015258789,92.7600021362305,93.0100021362305,93.4400024414062,93.9499969482422,94.5100021362305,94.5500030517578,95.0199966430664,92.864372253418,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2569732666016,99.159309387207,99.1603012084961,99.2856521606445,99.5500030517578,98.9923782348633,98.9686431884766,99.0294952392578,98.932014465332,98.8267288208008,98.95654296875,98.7793884277344,98.8794631958008,98.8269500732422,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.8399963378906,..,..,..,..,..,..,..,95.3300018310547,95.4100036621094,95.4700012207031,95.5699996948242,95.5599975585938,95.5699996948242,95.5999984741211,95.6100006103516,95.6100006103516,95.6399993896484,95.5199966430664,95.4899978637695,95.5199966430664,..,98.2327194213867,98.6476593017578,98.1900024414062,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.1999969482422,..,..,..,..,..,..,..,..,..,90.1100006103516,..,..,..,..,..,..,..,..,..,89.1399993896484,..,..,..,..,..,..,..,..,92.2605590820312,..,..,..,94.5745544433594,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,12.9799995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4000015258789,..,..,..,..,..,..,..,..,..,68.3399963378906,..,..,..,..,..,..,..,..,54.9000015258789,..,..,..,..,..,69.2200012207031,72.3499984741211,79.9400024414062,..,82.0500030517578,..,83.0299987792969,82.8600006103516,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.69999980926514,..,..,..,..,..,..,12.8599996566772,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.7099990844727,..,..,..,..,..,..,..,..,..,35.2999992370605,36.0499992370605,33.7099990844727,34.9199981689453,40.8400001525879,41.5,42.6199989318848,43.6399993896484,44.6800003051758,..,48.6500015258789,45.6067848205566,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,65.3000030517578,..,..,..,..,..,..,..,..,..,66.8000030517578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.0999984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.4208297729492,64.8206176757812,47.281608581543,49.4243774414062,49.6092338562012,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.2099990844727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.4100036621094,..,..,..,..,..,..,..,..,..,98.1699981689453,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,33.8699989318848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.7900009155273,..,78.3199996948242,79.4300003051758,79.6399993896484,80.0999984741211,80.2900009155273,81.5899963378906,82.3399963378906,84.3600006103516,84.7900009155273,86.5,87.6263275146484,88.4300003051758,89.1208648681641,89.246940612793,89.5966262817383,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,9.26000022888184,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,21.7900009155273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.9300003051758,..,..,81.0536117553711,82.3578414916992,40.9126396179199,83.3302383422852,..,..,45.7283134460449,52.1599998474121,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..,..,..,..,..,..,9.5600004196167,..,..,..,..,..,..,..,..,..,14.3199996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3627195358276,16.142448425293,14.0790596008301,..,13.4002103805542,22.1089344024658,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,54.2000007629395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.3099975585938,..,..,..,..,..,..,..,..,91.5400009155273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.60000038146973,..,..,..,..,28.2199993133545,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.8799991607666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.6800003051758,..,..,..,..,..,..,..,43.2000007629395,41.5900001525879,39.9500007629395,..,40.0200004577637,44.6399993896484,46.3499984741211,49.8800010681152,49.6300010681152,51.3400001525879,..,53.9900016784668,56.2400016784668,58.6500015258789,54.7099990844727,56.4099998474121,57.4199981689453,57.6199989318848,58.9500007629395,62.5299987792969,62.5,63.7299995422363,61.2622833251953,62.4274368286133,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9199981689453,56.8300018310547,70.1662979125977,71.2805709838867,..,60.898494720459,81.1699981689453,62.3061218261719,81.3600006103516,63.3923149108887,88.1699981689453,71.6507415771484,91.0299987792969,72.2685699462891,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,3.08999991416931,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.608024597168,68.7382202148438,71.1575546264648,70.0046463012695,71.9414672851562,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,11.5200004577637,..,..,..,..,..,10,..,..,..,11.8299999237061,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.75,39.2200012207031,40.8400001525879,42.1100006103516,43.1300010681152,45.25,47.25,49.2900009155273,50.1199989318848,50.6199989318848,53.4900016784668,54.5200004577637,55.7599983215332,56.25,57.4900016784668,60.0900001525879,60.6399993896484,61.810001373291,62.9900016784668,65.1999969482422,66.2399978637695,66.5100021362305,68.8101654052734,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7900009155273,..,..,..,..,..,..,..,..,..,..,55.5499992370605,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,19.5,..,..,..,..,..,..,..,..,..,39.5900001525879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.8000030517578,..,..,89.5446929931641,..,..,83.9569778442383,84.76025390625,83.6519546508789,83.5632247924805,85.8514404296875,87.5089111328125,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.7599983215332,..,..,..,..,..,..,..,..,87.8600006103516,..,..,..,..,91.25,91.9700012207031,92.1600036621094,92.5800018310547,93.2200012207031,93.7399978637695,94.3000030517578,94.3300018310547,94.25,94.8199996948242,95.1399993896484,95.3899993896484,95.4031372070312,95.5573577880859,95.6699981689453,95.9116287231445,96.3750305175781,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.94000005722046,2.03999996185303,..,..,..,..,..,..,8.48999977111816,..,..,..,12.6700000762939,14,..,11.4534101486206,12.9044046401978,9.92470169067383,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.11999988555908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7299995422363,..,..,..,..,..,5.92999982833862,..,..,9.27999973297119,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.3500003814697,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.210000038147,16.9500007629395,15.5,30.0730667114258,32.4462890625,24.7164535522461,34.0069808959961,12.1800003051758,12.3400001525879,46.1594734191895,39.0567436218262,..,18.9761695861816,38.6573486328125,22.1204700469971,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71999979019165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.8600006103516,..,..,36.2299995422363,..,..,..,40.3716506958008,..,..,..,30.3271598815918,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,60.2000007629395,..,63.4599990844727,..,..,..,67.4700012207031,..,..,..,..,74.2699966430664,..,..,..,..,78.870002746582,..,..,..,..,83.620002746582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.8302536010742,93.145133972168,93.5289535522461,93.7035903930664,93.9242706298828,94.2533645629883,94.4660949707031,94.8020858764648,95.1618194580078,95.113395690918,95.5116195678711,95.9441070556641,96.1069641113281,96.3000946044922,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,18.1000003814697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.689998626709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.6600036621094,83.9400024414062,81.1100006103516,92,91.4100036621094,..,..,..,..,..,94.7900009155273,95.25,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.44999980926514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5487499237061,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.039999961853,..,..,..,..,..,..,..,..,13.2638187408447,8.83903980255127,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,30.3999996185303,..,..,..,..,..,..,..,..,..,..,..,34.0400009155273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.1900024414062,..,..,70.8099975585938,76,..,71.6900024414062,75.8399963378906,74.4100036621094,75.370002746582,75.0500030517578,75.8899993896484,76.7352600097656,77.9499969482422,78.7151336669922,80.370002746582,79.4994888305664,81.4300003051758,81.6496810913086,82.3024520874023,84.4499969482422,86.4916305541992,84.6100006103516,87.1771469116211,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.7999992370605,..,..,..,..,..,..,..,36.4000015258789,..,..,..,..,..,..,..,..,..,52.2599983215332,..,..,..,..,..,..,..,..,..,65.3199996948242,..,..,..,..,..,..,..,..,..,72.4000015258789,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.2700004577637,..,..,..,..,..,..,..,..,37.6800003051758,38.3699989318848,39.7200012207031,40.7999992370605,37.8800010681152,41.9300003051758,43.6399993896484,43.1100006103516,43.75,44.9199981689453,45.9300003051758,47.5299987792969,48.6800003051758,49.5499992370605,51.2900009155273,52.2900009155273,53.6300010681152,55.1800003051758,57.7400016784668,58.0499992370605,60.1399993896484,61.0309257507324,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6832733154297,..,..,..,..,..,..,24.8767967224121,31.6201496124268,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1000003814697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.9228591918945,42.4500007629395,..,..,50.6599998474121,..,48.330020904541,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7199993133545,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.122859954834,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9099998474121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.4099998474121,38.5299987792969,38.7299995422363,39.8499984741211,40.1199989318848,41.4900016784668,42.2200012207031,42.6300010681152,41.439998626709,42.8400001525879,43.6599998474121,44.9700012207031,46.3199996948242,44.5,44.4700012207031,45.6800003051758,46.060001373291,47.4300003051758,47.1599998474121,49.2000007629395,50.1399993896484,53.6799125671387,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7599983215332,..,..,..,..,..,..,..,..,..,..,..,..,..,25.2712841033936,18.2702083587646,24.7399997711182,..,19.4832496643066,..,..,14.9650325775146,..,26.6700000762939,25.4095935821533,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.0400009155273,..,..,..,..,..,..,..,..,..,78.3499984741211,..,..,..,..,..,..,..,..,90.6966018676758,89.2200012207031,90.4954147338867,91.4655075073242,93.948844909668,94.2651977539062,93.5860824584961,93.1268997192383,93.0970001220703,93.5258178710938,94.4863967895508,95.0309906005859,95.4028778076172,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.7799987792969,..,..,..,..,..,..,..,..,..,81.1500015258789,..,..,..,..,..,..,80.2341232299805,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.3184967041016,..,90.379997253418,..,..,..,..
